Year,Road_width,Location_Access,Governmentrate,Inflation_rate,Commercial-rate,Area,Earthen,Pitch,Goreto,Gravelled,paved,Commercial,Residential,Kathmandu,Lalitpur,Places
4.166666667,8.202099738,1.7,8,0.067,35,5.5,0,1,0,0,0,1,0,0,1,Lalitpur
4.166666667,8.202099738,1.7,8,0.067,35,3.5,0,1,0,0,0,1,0,0,1,Lalitpur
5.166666667,5.905511811,0.5,7,0.067,35,6.81,0,1,0,0,0,1,0,0,1,Lalitpur
2.916666667,9.514435696,1,3.75,0.067,15,1.14,0,1,0,0,0,1,0,1,0,Kathmandu
3.333333333,5,1.05,2.5,0.0721,7.05,2.75,0,1,0,0,0,1,0,1,0,Kathmandu
1.666666667,2,1.05,12,0.0987,25,9.1875,0,1,0,0,0,1,0,1,0,Kathmandu
2.333333333,2,1.05,12,0.0904,20,3.5,0,0,1,0,0,1,0,1,0,Kathmandu
2.416666667,7.874015748,1.05,12,0.0904,18,5.44,0,1,0,0,0,1,0,1,0,Kathmandu
1.666666667,2,1.05,10,0.0987,30,3.25,0,0,1,0,0,1,0,1,0,Kathmandu
2.5,3,1,8.6,0.067,50,12.81,0,1,0,0,0,1,0,1,0,Kathmandu
1.75,7.217847769,1.05,8,0.0987,40,150,0,1,0,0,0,1,0,1,0,Kathmandu
1.666666667,1.312335958,1.05,7,0.0987,35,8,0,0,1,0,0,1,0,1,0,Kathmandu
2.333333333,4.921259843,1.05,7,0.0904,20,4,0,1,0,0,0,1,0,1,0,Kathmandu
2.75,2,1.05,7,0.0904,31,186,0,1,0,0,0,1,0,1,0,Kathmandu
2.416666667,1.968503937,1.5,6,0.067,8,3.75,0,0,1,0,0,1,0,1,0,Kathmandu
2.666666667,3.280839895,0.5,4.625,0.0904,15,21.5,0,0,0,0,0,1,0,1,0,Kathmandu
2.416666667,3.280839895,6.5,4.1875,0.067,15,7.5,0,1,0,0,0,1,0,0,1,Lalitpur
3.416666667,3.280839895,6.51,4.1875,0.067,15,0.75,0,1,0,0,0,1,0,0,1,Lalitpur
2.666666667,3.280839895,0.5,3,0.0904,23,90,1,0,0,0,0,1,0,1,0,Kathmandu
2.666666667,3.280839895,0.5,3,0.0904,15,32.5,1,0,0,0,0,1,0,1,0,Kathmandu
1.833333333,2.952755906,1.05,1,0.0987,4,8,0,1,0,0,0,1,0,1,0,Kathmandu
1.833333333,2.952755906,1.05,0.78,0.0987,3,8,0,0,1,0,0,1,0,1,0,Kathmandu
1.833333333,10.49868766,1.05,0.52,0.0987,7,10,0,1,0,0,0,1,0,1,0,Kathmandu
1.333333333,1.312335958,0.5,2.75,0.0987,6,2.054375,0,0,1,0,0,0,1,1,0,Kathmandu
3.75,11.81102362,1.25,30,0.067,80,49.7,0,1,0,0,0,1,0,1,0,Kathmandu
3.75,11.81102362,1.25,30,0.067,100,30,0,1,0,0,0,1,0,1,0,Kathmandu
3.25,20.34120735,1.05,28,0.067,60,34.25,0,1,0,0,0,1,0,1,0,Kathmandu
1.916666667,23.67454068,0.7,22,0.0987,100,17.05,0,1,0,0,0,1,0,1,0,Kathmandu
1.916666667,23.67454068,0.7,22,0.0987,99.99633445,17.050625,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,17.21784777,1.05,14,0.067,40,34.68,0,1,0,0,0,1,0,1,0,Kathmandu
1.916666667,23.67454068,5,26,0.0987,99.95913363,12.235,0,1,0,0,0,1,0,1,0,Kathmandu
3.25,20.34120735,1.05,28,0.067,40,30,0,1,0,0,0,1,0,1,0,Kathmandu
3.583333333,20.34120735,1.05,32,0.067,80,12.25,0,1,0,0,0,1,0,1,0,Kathmandu
2.833333333,25,0.25,40,0.0904,125,6.45,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,100.3125,1,0,0,0,0,1,0,1,0,Kathmandu
4.083333333,17.21784777,1.05,14,0.067,40,19.975,0,1,0,0,0,0,1,1,0,Kathmandu
4,3.937007874,2,24,0.067,155,4.3125,0,0,1,0,0,0,1,1,0,Kathmandu
3.5,3.280839895,4,11,0.067,20,29.675,0,0,1,0,0,1,0,1,0,Kathmandu
3.583333333,20.34120735,1.05,25,0.067,45,13.125,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,70.0625,1,0,0,0,0,1,0,1,0,Kathmandu
2.916666667,3.937007874,1,1.5,0.067,10,54,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,64,1,0,0,0,0,1,0,1,0,Kathmandu
1.916666667,3.937007874,0.7,10,0.0987,45,11.34,0,0,0,1,0,1,0,1,0,Kathmandu
1.916666667,3.937007874,0.7,10,0.0987,45.01488588,11.33625,0,0,0,1,0,1,0,1,0,Kathmandu
4.333333333,13.12335958,1.05,26,0.067,40,12.6875,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,19.68503937,2,11,0.067,15,33.75,0,1,0,0,0,1,0,0,0,Bhaktapur
3.5,3.280839895,1.05,5,0.067,8,62.975,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,62.8125,1,0,0,0,0,1,0,1,0,Kathmandu
3.083333333,5.249343832,3,3.3,0.0721,16,30.7,0,1,0,0,0,1,0,0,0,Bhaktapur
3.75,7.217847769,1.05,5,0.067,12,40.4375,0,1,0,0,0,1,0,0,1,Lalitpur
4.166666667,19.68503937,2,11,0.067,20,24,0,1,0,0,0,1,0,0,0,Bhaktapur
3.5,3.280839895,1.05,5,0.067,8,59.9375,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,59.3125,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,55.75,1,0,0,0,0,1,0,1,0,Kathmandu
3.083333333,6.56167979,3,4,0.0721,15,27.96,0,1,0,0,0,0,1,1,0,Kathmandu
2.833333333,23.67454068,0.2,30,0.0904,90,4.57,0,1,0,0,0,1,0,1,0,Kathmandu
3.666666667,7.217847769,3,18,0.067,30,13.5,0,1,0,0,0,1,0,1,0,Kathmandu
3.75,15,1.05,5.4,0.067,20,20.25,0,1,0,0,0,1,0,0,1,Lalitpur
4.166666667,19.68503937,2,11,0.067,25,16,0,1,0,0,0,1,0,0,0,Bhaktapur
1.75,6.456692913,,12,0.0987,24.97514416,15.715625,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.0721,8,47.375,1,0,0,0,0,1,0,1,0,Kathmandu
2.916666667,5.905511811,1,1.5,0.067,15,25.06125,0,1,0,0,0,1,0,1,0,Kathmandu
5.166666667,15.0656168,0.2,4.5,0.067,8.5,43.85,1,0,0,0,0,0,1,1,0,Kathmandu
4.333333333,9.842519685,0.2,14,0.067,50,7.375,0,0,1,0,0,1,0,1,0,Kathmandu
3,3.937007874,1.5,2,0.067,5,73.009,1,0,0,0,0,1,0,0,1,Lalitpur
2.166666667,5.905511811,5,11,0.0904,24,15,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,45,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,44.8125,1,0,0,0,0,1,0,1,0,Kathmandu
3.75,4.304461942,0.6,12,0.0721,35.5,9.94,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,21.65354331,4,8,0.067,50,7,0,1,0,0,0,1,0,0,1,Lalitpur
3.5,3.280839895,1.05,5,0.067,8,43.6825,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,42.25,1,0,0,0,0,1,0,1,0,Kathmandu
2.916666667,8.530183727,7,6.875,0.067,35,9.625,0,1,0,0,0,1,0,0,1,Lalitpur
5.166666667,4.304461942,2,6,0.067,11,29.44,1,0,0,0,0,0,1,1,0,Kathmandu
3.166666667,6.456692913,15,5,0.0721,8,40.1,0,0,0,1,0,0,1,1,0,Kathmandu
2.166666667,3.280839895,0.2,11,0.0904,30,10,0,0,1,0,0,1,0,1,0,Kathmandu
2.5,6.56167979,0.5,8,0.0904,15,20,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,17.21784777,1.05,14,0.067,40,7.3125,0,1,0,0,0,1,0,1,0,Kathmandu
5.083333333,15.0656168,11,28,0.067,32,9.04,0,1,0,0,0,1,0,1,0,Kathmandu
1.916666667,21.65354331,5,22,0.0987,60,4.75,0,1,0,0,0,1,0,1,0,Kathmandu
3.75,3.937007874,2,5,0.067,5,54.625,1,0,0,0,0,1,0,1,0,Kathmandu
4.333333333,13.12335958,1.05,26,0.067,45,6,0,1,0,0,0,1,0,1,0,Kathmandu
4.416666667,8.530183727,2.5,12,0.067,20,13.4975,1,0,0,0,0,1,0,1,0,Kathmandu
3.666666667,5.249343832,6,14,0.0721,25,10.72,0,1,0,0,0,1,0,1,0,Kathmandu
3.083333333,6.56167979,6,4.125,0.067,25,10.7125,0,1,0,0,0,1,0,0,1,Lalitpur
5.083333333,7.532808399,2,14,0.067,40,6.41,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,32,1,0,0,0,0,1,0,1,0,Kathmandu
4.083333333,11.81102362,1,25,0.067,60,4.0625,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,6.456692913,10,2,0.093,5,48.25,1,0,0,0,0,0,1,1,0,Kathmandu
2.833333333,3.280839895,2,22,0.0904,70,3.4375,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,30,1,0,0,0,0,1,0,1,0,Kathmandu
4.75,8.608923885,1,28,0.093,45,5,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,15.0656168,10,28,0.093,30,7.43,0,1,0,0,0,1,0,1,0,Kathmandu
3,3.937007874,1.5,2,0.067,6,37,1,0,0,0,0,1,0,0,1,Lalitpur
2.75,18.7007874,5,1.75,0.0904,5,43.25,0,0,1,0,0,1,0,0,1,Lalitpur
3.666666667,7.217847769,3,18,0.067,25,8.625,0,1,0,0,0,0,1,1,0,Kathmandu
4,2.952755906,5,2.9,0.067,47.5,4.4375,0,1,0,0,0,1,0,0,1,Lalitpur
3,3.280839895,0.5,7,0.067,12,17.5625,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,21.65354331,4,8,0.067,30,7,0,1,0,0,0,1,0,0,1,Lalitpur
2.833333333,6.456692913,2,7,0.0904,13,15.92,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,6.56167979,10,1,0.067,3.5,58.25,1,0,0,0,0,0,1,0,1,Lalitpur
3.5,3.280839895,1.05,5,0.067,8,24.635,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,19.68503937,1.3,11,0.067,30,6.48,0,0,1,0,0,1,0,1,0,Kathmandu
3.583333333,6.456692913,1,5,0.0721,20,9.69,0,1,0,0,0,0,1,1,0,Kathmandu
4.083333333,17.21784777,1.05,14,0.067,40,4.73,0,1,0,0,0,1,0,1,0,Kathmandu
2.333333333,4.921259843,10,7.5,0.0904,15,12.58,0,1,0,0,0,1,0,0,0,Bhaktapur
4.5,10.76115486,0.5,30,0.093,50,3.75,0,1,0,0,0,1,0,1,0,Kathmandu
2.833333333,3.280839895,2,6.875,0.0904,25,7.375,1,0,0,0,0,1,0,0,1,Lalitpur
2.333333333,5.905511811,1,17,0.0904,80,2.25,0,1,0,0,0,1,0,1,0,Kathmandu
3.083333333,23.67454068,2,6,0.0721,6,30,0,1,0,0,0,0,1,1,0,Kathmandu
2.583333333,7.545931759,1.05,4.75,0.0904,25,7,0,1,0,0,0,1,0,0,1,Lalitpur
2.416666667,6.56167979,25,1.55,0.0904,3,57.98,1,0,0,0,0,0,1,1,0,Kathmandu
2.666666667,16.40419948,1.05,9,0.0904,40,4.33,0,1,0,0,0,1,0,0,0,Bhaktapur
4.5,21.52230971,3,18,0.093,20,8.66,0,1,0,0,0,1,0,1,0,Kathmandu
3.083333333,5.905511811,4,30,0.0721,70,2.47,0,1,0,0,0,0,1,1,0,Kathmandu
4,2.952755906,0.1,14,0.067,20,8.5,0,0,1,0,0,1,0,1,0,Kathmandu
1.916666667,5.249343832,1,16,0.0987,40.01185185,4.21875,0,1,0,0,0,1,0,1,0,Kathmandu
3.916666667,5.249343832,2,5,0.0721,15,11.25,0,1,0,0,0,0,1,0,1,Lalitpur
3.916666667,1.968503937,0,5,0.0721,15,11.25,0,1,0,0,0,1,0,0,1,Lalitpur
5.166666667,3.937007874,2,24,0.067,60,2.72,0,1,0,0,0,1,0,1,0,Kathmandu
0.916666667,16.40419948,0.5,26,0.0831,49.95091302,3.183125,0,1,0,0,0,1,0,1,0,Kathmandu
2.916666667,6.56167979,1,10,0.067,30,5.18,0,1,0,0,0,1,0,1,0,Kathmandu
3.916666667,0.984251969,4,9,0.0721,18,8.55,0,0,1,0,0,1,0,1,0,Kathmandu
4.083333333,3.280839895,11,5.56925,0.067,17,8.8675,0,1,0,0,0,1,0,0,1,Lalitpur
4.166666667,2.952755906,3,14,0.067,40,3.74125,0,1,0,0,0,0,1,1,0,Kathmandu
2.75,5.249343832,1,7,0.0904,12,12.45,0,1,0,0,0,0,1,1,0,Kathmandu
2.5,6.56167979,0.5,8,0.0904,18,8,0,1,0,0,0,1,0,1,0,Kathmandu
1.333333333,1.312335958,,10,0.0987,150.2935421,0.958125,0,0,0,0,1,1,0,1,0,Kathmandu
5.166666667,4.304461942,2,4.5,0.067,18,7.86,1,0,0,0,0,1,0,1,0,Kathmandu
3.083333333,11.83727034,3,5.25,0.0721,20,7,0,1,0,0,0,1,0,0,1,Lalitpur
4.166666667,3.937007874,2,3.5,0.067,18,7.75,1,0,0,0,0,0,1,0,1,Lalitpur
4.083333333,3.937007874,1.5,5.5,0.067,20,6.968,1,0,0,0,0,1,0,1,0,Kathmandu
3.833333333,3.608923885,10,4,0.067,15,9.1875,0,1,0,0,0,1,0,1,0,Kathmandu
4,16.40419948,0.5,4,0.067,15,9.1875,0,1,0,0,0,1,0,1,0,Kathmandu
2.583333333,6.456692913,2,8,0.0904,16,8.6,1,0,0,0,0,0,1,1,0,Kathmandu
3.083333333,8.608923885,2,18,0.0721,30,4.58,0,1,0,0,0,1,0,1,0,Kathmandu
1.666666667,9.68503937,,4,0.0987,11.40333333,12,0,1,0,0,0,1,0,1,0,Kathmandu
1.75,25,1.05,22,0.0987,60,2.28,0,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,8.608923885,8.6,8,0.067,14,9.73,1,0,0,0,0,0,1,1,0,Kathmandu
3.666666667,6.233595801,4,7.7,0.0721,13,10.41,1,0,0,0,0,1,0,1,0,Kathmandu
3.833333333,23.67454068,0.5,28,0.0721,60,2.25,0,1,0,0,0,1,0,1,0,Kathmandu
5.166666667,23.67454068,0.5,28,0.067,60,2.25,0,1,0,0,0,1,0,1,0,Kathmandu
3.666666667,6.233595801,4,7.7,0.0721,15,9,0,1,0,0,0,1,0,1,0,Kathmandu
2.333333333,6.456692913,10,1.55,0.0904,3,45,1,0,0,0,0,0,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,16.75,1,0,0,0,0,1,0,1,0,Kathmandu
4,6.88976378,20.44,15,0.067,17,7.875,1,0,0,0,0,1,0,1,0,Kathmandu
5.25,4.304461942,3,15,0.067,24.96500233,5.3575,0,1,0,0,0,1,0,1,0,Kathmandu
3.25,3.280839895,5,2.75,0.0721,5,26.62,1,0,0,0,0,0,1,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,16.635,1,0,0,0,0,1,0,1,0,Kathmandu
4,6.88976378,1.05,15,0.067,17,7.8125,1,0,0,0,0,1,0,1,0,Kathmandu
2.166666667,3.280839895,3,10,0.0904,20.0113701,6.59625,0,1,0,0,0,0,1,1,0,Kathmandu
5.166666667,4.304461942,2,9,0.067,30,4.38,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,8.202099738,4,0.5,0.067,0.87,150,1,0,0,0,0,1,0,1,0,Kathmandu
3.083333333,4.304461942,2,3,0.0721,5,26,1,0,0,0,0,0,1,1,0,Kathmandu
5.166666667,4.304461942,25,1.5,0.067,5,25.71,1,0,0,0,0,0,1,1,0,Kathmandu
3.75,3.937007874,2,5,0.067,8,16,1,0,0,0,0,1,0,1,0,Kathmandu
0.833333333,4.593175853,2,0.5,0.0831,4,32,0,0,1,0,0,0,1,1,0,Kathmandu
4.5,4.593175853,10,1.5,0.067,22.5,5.6875,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,4.304461942,2,3,0.093,8.5,14.66,1,0,0,0,0,1,0,1,0,Kathmandu
1.916666667,21.65354331,5,8,0.0987,30.00903887,4.14875,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,8.202099738,4,0.5,0.067,0.6,206.5,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,3.280839895,1,18,0.067,25,4.9375,1,0,0,0,0,0,1,1,0,Kathmandu
4.666666667,4.304461942,1,13,0.093,20,6.17,0,1,0,0,0,0,1,1,0,Kathmandu
2.75,3.280839895,0.3,7,0.0904,16,7.66,0,1,0,0,0,0,1,1,0,Kathmandu
3.083333333,3.937007874,5,6,0.067,19,6.45,0,1,0,0,0,1,0,1,0,Kathmandu
2.666666667,11.83727034,5,3,0.0904,5,24.25,0,1,0,0,0,0,1,1,0,Kathmandu
3.25,4.304461942,5,5,0.0721,20,6.06,0,1,0,0,0,0,1,1,0,Kathmandu
3,4.304461942,1.05,13,0.0721,50,2.4,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,4.304461942,10,15,0.093,30,4,0,1,0,0,0,0,1,1,0,Kathmandu
2.666666667,11.83727034,1,15,0.0904,30,4,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,4.304461942,10,15,0.093,30,4,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,4.304461942,5,3,0.093,4.75,25.19,1,0,0,0,0,0,1,1,0,Kathmandu
2.833333333,10.49868766,1.5,6,0.0904,20,5.954,0,1,0,0,0,1,0,1,0,Kathmandu
2.166666667,5.905511811,,1.6,0.0904,4.500023702,26.36875,1,0,0,0,0,0,1,1,0,Kathmandu
0.916666667,6.88976378,,14,0.0831,39.99155584,2.960625,0,1,0,0,0,1,0,1,0,Kathmandu
0.916666667,5.249343832,1.5,12,0.0831,25.00330382,4.729375,0,1,0,0,0,1,0,1,0,Kathmandu
3.916666667,7.532808399,10,6,0.0721,6.5,18.08,0,1,0,0,0,0,1,1,0,Kathmandu
4.333333333,13.12335958,1.05,26,0.067,40,2.9375,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,8.608923885,7,12,0.093,25,4.67,0,1,0,0,0,0,1,1,0,Kathmandu
4.166666667,7.532808399,1.05,3.3,0.093,9.5,12.2,1,0,0,0,0,0,1,1,0,Kathmandu
3.916666667,5.249343832,12,6,0.067,21,5.5,0,1,0,0,0,1,0,0,1,Lalitpur
0.916666667,4.593175853,2,3.3,0.0831,6.99867369,16.493125,0,1,0,0,0,0,1,1,0,Kathmandu
3.083333333,3.937007874,5,6,0.067,19,6,0,1,0,0,0,1,0,1,0,Kathmandu
2.083333333,10.82677165,0.2,3.3,0.0904,15.01234568,7.59375,0,1,0,0,0,0,1,1,0,Kathmandu
2.416666667,4.593175853,12,0.26,0.0904,3,37.75,0,0,1,0,0,1,0,1,0,Kathmandu
3.916666667,4.304461942,5,11,0.0721,15,7.43,1,0,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,13.8125,1,0,0,0,0,1,0,1,0,Kathmandu
4.583333333,4.304461942,40,0.5,0.093,5.55,19.9,1,0,0,0,0,0,1,1,0,Kathmandu
4.25,3.937007874,1.3,25,0.067,14,7.8125,0,1,0,0,0,1,0,1,0,Kathmandu
1.833333333,19.68503937,1.05,1,0.0987,6,18.05,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,1.312335958,2,0.6,0.0721,2.5,43.31,0,0,1,0,0,0,0,1,0,Kathmandu
2.833333333,3.280839895,2,11,0.0904,25,4.3125,1,0,0,0,0,1,0,1,0,Kathmandu
2.666666667,11.83727034,5,3,0.0904,5,21.25,0,1,0,0,0,0,1,1,0,Kathmandu
3.583333333,8.202099738,7,4,0.067,10,10.5,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,3.937007874,1.5,5.5,0.067,15,6.968,1,0,0,0,0,1,0,1,0,Kathmandu
4.416666667,4.304461942,8,3.5,0.067,13,8,1,0,0,0,0,1,0,0,1,Lalitpur
4.166666667,4.304461942,1,14,0.093,32,3.23,0,1,0,0,0,1,0,1,0,Kathmandu
4.083333333,17.21784777,1.05,14,0.067,40,2.5625,0,1,0,0,0,1,0,1,0,Kathmandu
3.5,3.280839895,1.05,5,0.067,8,12.75,1,0,0,0,0,1,0,1,0,Kathmandu
3.916666667,5.249343832,80,1.1,0.067,4,25.25,1,0,0,0,0,0,1,0,1,Lalitpur
2.416666667,7.217847769,12,12,0.0904,25,4,0,1,0,0,0,1,0,1,0,Kathmandu
3.75,7.217847769,1.05,8,0.067,20,5,0,1,0,0,0,1,0,0,1,Lalitpur
4.5,1.312335958,1.5,1,0.093,5,20,0,0,1,0,0,0,1,0,1,Lalitpur
1.5,3.937007874,,10,0.0987,40,2.5,0,0,0,0,1,1,0,1,0,Kathmandu
3.5,3.937007874,8.5,2.25,0.0721,13.5,7.4,1,0,0,0,0,1,0,1,0,Kathmandu
3.25,5.577427822,0.34,9,0.0721,25,3.96,0,1,0,0,0,0,1,1,0,Kathmandu
4.416666667,3.937007874,2.3,14,0.067,22,4.5,0,1,0,0,0,0,1,1,0,Kathmandu
3,3.280839895,6,5.5,0.067,12,8.25,1,0,0,0,0,1,0,1,0,Kathmandu
3.583333333,4.304461942,5,5,0.0721,19,5.16,1,0,0,0,0,0,1,1,0,Kathmandu
4.666666667,4.304461942,2,15,0.093,35,2.8,1,0,0,0,0,1,0,1,0,Kathmandu
4.166666667,4.304461942,1,14,0.093,32,3.06,0,1,0,0,0,1,0,1,0,Kathmandu
0.833333333,5.249343832,1,4.4,0.0831,18.00620618,5.438125,0,1,0,0,0,0,1,1,0,Kathmandu
3.833333333,6.456692913,30,1.3,0.0721,2.5,39.1,1,0,0,0,0,0,1,0,0,Bhaktapur
1.833333333,3.937007874,1,4.5625,0.0987,30,3.25,0,1,0,0,0,0,1,0,1,Lalitpur
3.166666667,7.874015748,0.8,3,0.067,13,7.495,0,1,0,0,0,1,0,1,0,Kathmandu
4,4.304461942,10,2,0.093,4,24.33,1,0,0,0,0,0,1,1,0,Kathmandu
3,6.56167979,2,16,0.0721,35,2.75,0,1,0,0,0,1,0,1,0,Kathmandu
4.166666667,4.842519685,30,14,0.093,32,3,0,1,0,0,0,1,0,1,0,Kathmandu
2.75,3.280839895,1,12,0.0904,32,3,1,0,0,0,0,1,0,1,0,Kathmandu
2.5,3.280839895,3,10,0.0904,40,2.39,0,0,0,0,1,1,0,1,0,Kathmandu
4.666666667,4.304461942,7,7.7,0.093,15,6.35,1,0,0,0,0,0,1,1,0,Kathmandu
4.416666667,7.532808399,1.05,8.5,0.067,20,4.75,0,1,0,0,0,1,0,1,0,Kathmandu
3,4.304461942,1.05,20,0.0721,100,0.921,0,1,0,0,0,1,0,1,0,Kathmandu
3.25,4.593175853,4,12,0.067,20,4.56125,1,0,0,0,0,1,0,1,0,Kathmandu
4.083333333,4.304461942,10,3,0.093,7.75,11.77,1,0,0,0,0,0,1,1,0,Kathmandu
3.833333333,4.304461942,2,12,0.0721,40,2.28,0,0,0,0,1,0,1,1,0,Kathmandu
4.5,1.312335958,1.5,1,0.093,3.5,26,0,0,1,0,0,0,1,0,1,Lalitpur
1.083333333,4.593175853,0.3,12,0.0987,24.98712888,3.641875,0,1,0,0,0,1,0,1,0,Kathmandu
1.833333333,5,20,1.65,0.0987,4.499054117,20.153125,0,1,0,0,0,0,1,1,0,Kathmandu
1.666666667,32.28346457,5,12,0.0987,20.25512784,4.44875,0,1,0,0,0,1,0,1,0,Kathmandu
2.166666667,5.905511811,3,0.08,0.0904,15.00421337,6.000314564,0,1,0,0,0,0,1,0,0,Bhaktapur
0.916666667,4.593175853,1.5,10,0.0831,25.00435313,3.589375,0,1,0,0,0,1,0,1,0,Kathmandu
2.916666667,6.56167979,1.05,1.75,0.067,6,14.875,1,0,0,0,0,1,0,1,0,Kathmandu
